Review,Rating
"Khách sạn ổn, có chỗ ăn uống, nghỉ đông, bay từ San Juan bằng hãng JetBlue, hãng hàng không tuyệt vời JFK NY, để xe ở JFK, dịch vụ đỗ xe ngoài sân bay Avistar, ý tưởng tuyệt vời, cung cấp dịch vụ xe đưa đón tại nhà ga, bãi đậu xe sân bay rẻ hơn, quay lại lấy hành lý, xe chờ sẵn có hệ thống sưởi, đến nơi giá 15 đô la cộng thêm phí taxi hành lý, khách sạn không có dịch vụ xe đưa đón miễn phí, đi taxi vài phút, nhận phòng mất vài phút. Phòng của chúng tôi đã sẵn sàng, may mắn được nâng cấp lên phòng nhìn ra thành phố và biển, gợi ý: tham gia Wyndham, yêu cầu đặt phòng - không mất phí, đặt phòng rẻ hơn, yêu cầu nâng cấp có sẵn, đặt phòng, kiểm tra, ở Condado Plaza Towers, nhìn ra biển, sảnh có nhiều nhà hàng, tòa tháp nhìn ra đầm phá thành phố San Juan. Phòng đẹp, rộng rãi, sạch sẽ, hành lang lối vào có tủ đựng đồ khá lớn, tủ lạnh bên trong, khu vực chứa đồ ăn khá rộng rãi gọi là bếp, giỏ quà miễn phí gồm nước đóng chai, bánh quy giòn, phô mai, rượu vang, đồ ăn nhẹ theo yêu cầu của Wyndham, máy pha cà phê nhỏ, mẫu cà phê Puerto Rico, phòng tắm cỡ trung bình, nhiều không gian mặt bàn, đồ dùng vệ sinh cá nhân, bồn rửa mặt không ở ngoài như khách sạn, không vấn đề gì về nước nóng và áp lực nước. Có tủ quần áo lớn liền kề phòng tắm, phòng tắm lớn hơn, đã thấy tủ quần áo lớn ở khách sạn, có lẽ vài đứa trẻ nhỏ ngủ ở đó và treo quần áo. Vali, minibar trong phòng đã qua sử dụng. Phòng của chúng tôi có giường cỡ queen, ghế lớn, đèn, bàn đọc sách, ghế bành, tủ quần áo, TV lớn, đầu VCR bên trong, băng video có sẵn để thuê, ban công khách sạn nhìn ra biển, bàn ghế nhựa nhỏ, cửa ban công trông như mới, hoàn toàn không có vấn đề gì, dọn dẹp phòng cả tuần, dành một ít thời gian ở sòng bạc, lớn hơn so với Puerto Rico nhưng nhỏ hơn so với chuyến thăm Las Vegas gần đây, nhìn chung đông đúc vào buổi tối nhưng không chật chội. Hồ bơi chính có cầu trượt đẹp, trẻ em thích, nhiều ghế dài, đệm êm ái, khó tìm chỗ ngồi có dù che nắng, quầy khăn tắm ở khu vực hồ bơi, 10 khăn tắm được ghi trong hộp, biên lai trả khăn tắm bị rách, hồ bơi độc đáo mở cửa 24 giờ, ban đêm đi bơi lúc nửa đêm, mọi người kể cả nhân viên an ninh đi lại đều cảm thấy an toàn. Có hồ bơi nước mặn thú vị, bồn tắm nước nóng chỉ ở mức tạm được. Khách sạn spa không gây ấn tượng lắm, bãi biển công cộng nhỏ, đường xá không hấp dẫn, nên tôi đã ra bãi biển. Thay vào đó, tôi hỏi lễ tân tại các khách sạn chị em Wyndham Old San Juan Isla Verde, họ đã sắp xếp cho khách đăng ký sử dụng các tiện nghi miễn phí, rất tuyệt. Tôi đã đi taxi 10 phút đến khách sạn, thực sự rất đẹp, được phát vòng đeo tay cho phép sử dụng các tiện nghi bao gồm hồ bơi lớn hơn, khu vực bãi biển và khăn tắm, một buổi chiều vui vẻ. Chúng tôi đã dành một thời gian ngắn buổi tối ở sảnh khách sạn, mọi người rất thích thú với bể cá nước mặn khổng lồ, đồ uống ở các phòng chờ khác nhau, ban nhạc sống. Điểm trừ là các vấn đề tại các nhà hàng của khách sạn mà tôi đã ghé thăm. Tony Roma's Casual Rib Place ở Lagoon Tower, vấn đề giao tiếp thực sự nghiêm trọng, người phục vụ đã phải giải quyết vấn đề với khách hàng, khi nhận phòng, họ đưa cho tôi thẻ ghi nợ bằng bìa cứng, tôi đã sử dụng nhà hàng và mất 40 phút mới nhận được hóa đơn bữa tối, khỏi phải nói là tôi đã không sử dụng lại. Một đêm khác, tôi đến Max's Grill, người phục vụ cau có, không vui vẻ, đồ ăn tạm được, giá cả cao, không như mong đợi ở một khách sạn trong thành phố. Chuyến thăm tệ nhất là đến Cobia, nhà hàng hải sản cao cấp, các món ăn gọi món có giá hơn 25 đô la, tôi đã lên kế hoạch cho một buổi tối nghỉ dưỡng đáng nhớ, nhưng khi ngồi vào bàn, họ đã bị phớt lờ, các bàn khác được phục vụ, và tôi đã đợi 30 phút. Không một người phục vụ, người dọn bàn, người tiếp tân nào đến hỏi thực đơn, đồ uống, nước, bánh mì, chắc chắn không phải là dịch vụ tốt như mong đợi ở một nhà hàng đắt tiền. Khách sạn, nhà hàng vào nửa đêm trong tuần, tôi không nghĩ đó là vấn đề nhân viên quá tải. Tóm lại, khách sạn ổn, ăn uống tốt.",2
"Khá tốt, không phải đạt chuẩn 4 sao, nghỉ đêm tại Wyndham Condado tháng 4 năm 2003. Đi du lịch đảo cả ngày, khu nghỉ dưỡng được đánh giá sao nhưng cảm giác như 2-3 sao. Đọc đánh giá trước đó về khu nghỉ dưỡng, đề cập đến việc đăng ký Wyndham, được nâng cấp miễn phí lên phòng view biển tuyệt đẹp, nhưng lại trả tiền cho phòng view thành phố. Khi đến nơi, rượu vang, phô mai và trái cây được phục vụ chu đáo, điểm cộng. Vấn đề là sảnh bẩn, thang máy, trẻ em la hét chạy lung tung trong hành lang. Phòng sạch sẽ nhưng hơi cũ, dịch vụ tuyệt vời. Không ăn ở khu nghỉ dưỡng, nghe nói đắt đỏ không đáng tiền. Thời gian lưu trú ngắn, không phải một tuần.",4
"Khách sạn bình thường, view biển đẹp, chồng tôi ở khách sạn này vài đêm vào tháng 3 năm 2003. Chắc chắn nên đăng ký yêu cầu lưu trú tại Wyndham, được miễn phí tùy chỉnh phòng, nhận đồ uống và đồ ăn nhẹ miễn phí khi đến, nâng cấp phòng miễn phí khi tham gia yêu cầu Wyndham, khách sạn ven biển nhỏ, đồ uống và nhà hàng trong khách sạn đắt tiền, máy bán hàng tự động, cửa hàng quà tặng trong khách sạn, mua đồ ăn nhẹ ở một vài cửa hàng nhỏ gần đó, xe buýt là lựa chọn tốt nhất để đến Old San Juan, giá vé chỉ 15 xu, khách sạn cách Old San Juan 10 phút đi xe, ước gì có nhà hàng gần khách sạn, ga tàu điện ngầm Chili's gần đó, không có nhiều tiện ích.",3
"Khách sạn Radisson thân thiện, thời gian ở Puerto Rico, sân bay hiện đại, sạch sẽ, nhân viên hữu ích, hiệu quả. Tôi ở khách sạn Radisson từ ngày 18 đến 25 tháng 9 năm 2008, phòng 240. Phòng hiện đại, sạch sẽ, nhân viên lịch sự, hữu ích, dọn dẹp rất tốt, dọn dẹp hàng ngày, thân thiện, nhiệt tình làm cho kỳ nghỉ dễ chịu, ban công phòng giúp dễ dàng ngồi ngoài trời, không hút thuốc, hồ bơi trên tầng thượng của khách sạn, nước sạch, ấm áp, bãi biển sạch sẽ, an toàn để bơi lội, nhiều nhà hàng, dễ dàng đi bộ từ khách sạn, xe buýt miễn phí, dễ dàng tích điểm, không cần thuê xe, 3 sòng bạc, dễ dàng đi bộ từ khách sạn, các đảo Caribbean Puerto Rico sạch nhất, thân thiện nhất, nhiều cảnh sát làm cho cảm thấy an toàn, vâng, hãy ở Radisson. Rick Carol Stinson, Hamilton, Ontario, Canada.",4
"Trải nghiệm tuyệt vời tại Radisson, tôi đã đọc rất nhiều đánh giá về Radisson San Juan, P.R, nhưng không có đánh giá tiêu cực nào. Tôi đã đặt được phòng giá tốt trên Priceline với giá 80 đô la một đêm, đi cùng bạn bè và tìm một nhà nghỉ đẹp với giá tốt vào mùa thấp điểm. Mặc dù có chút lo ngại khi đọc các đánh giá về khách sạn, nhưng tôi vẫn cởi mở và không đặt kỳ vọng quá cao. Tôi đã rất ngạc nhiên, mọi thứ diễn ra suôn sẻ. Nhân viên lễ tân thân thiện, chuyên nghiệp và tốt bụng. Phòng mini-suite được nâng cấp với phòng khách riêng, tivi bổ sung, khu vực quầy bar, tủ lạnh trong phòng ngủ tập thể. Dịch vụ dọn phòng tuyệt vời - được chào đón vào buổi sáng khi ra về và chúc ngủ ngon. Thẻ phòng bị vô hiệu hóa, tôi đã gọi cho bạn bè và nhân viên bảo trì phòng đến ngay lập tức, họ đã thử khóa chìa khóa chính và tự mình lấy thẻ phòng mới. Nhân viên quản lý có mặt khi tôi đi lại trên các tầng trước khi rời khách sạn, rõ ràng là họ đang kiểm tra các khu vực của khách sạn. Cách đó 1 dãy nhà, có nhiều nhà hàng tuyệt vời, có thể đi bộ đến khách sạn. Khó tìm được chỗ đậu xe, khi rời đi tôi nhận ra mình để quên ba lô ở bãi đậu xe và ngay lập tức gọi cho lễ tân khách sạn. Tôi sẽ ở lại lần nữa - chắc chắn rồi. Chuyến đi lặn biển Fajardo bằng thuyền buồm hai thân, thủy thủ đoàn tuyệt vời, điểm nổi bật của chuyến đi, các công ty đã đến những địa điểm tuyệt vời, vùng biển xanh nhất.",4
"Nhóm 14 người đặt 7 phòng tại khách sạn Radisson Ambassador Puerto Rico, rất thất vọng vì không còn phòng trống. Giờ nhận phòng đã hẹn, chờ khoảng 3 tiếng, cuối cùng cũng có phòng trống sau 5 tiếng. Sảnh khách sạn không đủ chỗ cho đám đông chờ đợi, nhân viên không nhiệt tình giúp đỡ, khách nhận phòng phàn nàn rất nhiều. Vị trí khá tốt, không giống như ảnh trên website, bãi biển gần khách sạn, đường vào hẹp, khách sạn không đáng để ghé thăm vì đá lởm chởm/rác thải, nên chuẩn bị đi bộ vài dãy nhà, phần bãi biển đẹp hơn. Có nhiều nhà hàng ngon trong khoảng cách đi bộ, nhiều taxi sẵn sàng phục vụ nếu cần. Nhìn chung, giá cả thấp hơn so với bình thường.",2
"Đúng như mong đợi, đã nghỉ đêm trên du thuyền ở San Juan, khách sạn hoàn toàn phù hợp, giá phòng tuyệt vời từ Priceline, hoàn toàn không có gì để phàn nàn, quãng đường taxi tương đối ngắn và giá cả hợp lý, nhân viên sân bay đã đón tiếp nhanh chóng, phòng rộng rãi, giường thoải mái, phòng tắm hoàn toàn như mong đợi từ một chuỗi khách sạn uy tín, đá granite, khăn tắm đẹp, đồ dùng vệ sinh cá nhân tốt, nói chung không có gì để phàn nàn, giá trị tuyệt vời từ Priceline. Nhược điểm là khu vực xung quanh không đặc biệt thú vị, có Burger King, Walgreens và Starbucks, tiện lợi nhưng không đặc biệt quyến rũ.",4
"Khách sạn tuyệt vời, tôi đã ở khách sạn tuyệt vời này 7 ngày, bạn đời của tôi cảm thấy được chào đón, nhân viên rất chu đáo, tôi rất ấn tượng với khách sạn. Nhân viên khách sạn chuyên nghiệp, tốt bụng, chu đáo, phòng sạch sẽ, ban công có tầm nhìn tuyệt vời. Tôi ở tầng Club, dịch vụ dọn phòng nhanh chóng, phòng được tân trang lại sau một ngày dài, gối sô cô la được làm mới. Nhân viên dọn phòng thân thiện, cởi mở và chu đáo, hồ bơi trên sân thượng tuyệt vời, tầm nhìn 360 độ tuyệt vời, khu vực San Juan rộng lớn, gần bãi biển, gần cửa hàng, nhà hàng, phương tiện giao thông công cộng, sòng bạc, câu lạc bộ đêm nhỏ, bãi đậu xe cho thuê. Chỉ cách 20 phút đi xe buýt đến San Juan. Chỉ cần khách sạn, tôi yêu nơi này, không thể chờ đợi để về nhà, rất nhiều kỷ niệm tuyệt vời, cảm ơn!",5
"Tuyệt vời, đảo Barbados, khu nghỉ dưỡng trọn gói hàng đầu Almond Beach Resorts Inc. cho bạn biết kiến ​​thức về khách sạn, Radisson, kỳ nghỉ gia đình tuyệt vời tháng 9 năm 2006, phòng suite hạng sang giường cỡ lớn, sân hiên đẹp bên ngoài, phòng có lò vi sóng, tủ lạnh, máy pha cà phê, phòng không đẹp lắm nhưng sạch sẽ, có mùi thơm, nôi cho bé gái, khi đến nơi ngủ rất thoải mái, nhân viên thân thiện, nhiệt tình giúp đỡ, tốt nhất... bạn trả 500 USD một đêm nhưng đáng giá từng xu, Chúa nói với bạn khách sạn tốt, tiếp tục ở lại thăm Puerto Rico, vấn đề là đã trả 100 USD tiền đặt cọc khi nhận phòng nhưng không nhận được tiền, đã gửi thư vào tháng 10 nhưng không thấy xu nào, nói rằng được phép nhận phòng muộn miễn phí, không thể chịu nổi, kỳ nghỉ tuyệt vời, Subway, Burger King, Walgreens ngay gần đó, bệnh viện tốt, chăm sóc sức khỏe tốt, có kinh nghiệm, bệnh viện, nhà hàng, khách sạn tuyệt vời, bãi biển cách đó vài bước chân.",5
"Khách sạn 3 sao tươm tất, đông khách, không ngờ lại tốt, nhân viên mở cửa rất xuất sắc, quản lý lễ tân và nhân viên phục vụ thân thiện, niềm nở, luôn chào đón nồng nhiệt, đảm bảo phòng sạch sẽ, thoáng mát, đồ dùng và thiết bị hoạt động tốt, có vẻ như họ mang theo cả thú cưng là con trăn, nụ cười thân thiện, người quản lý tầng sòng bạc cho phép hút thuốc, tạo ấn tượng khách sạn hơi xập xệ, trang trí sòng bạc điển hình, thành thật mà nói, biết rằng nhân viên đang cố gắng hết sức để làm cho kỳ nghỉ dễ chịu và thoải mái, người dân địa phương chơi khá thú vị, mức cược tối thiểu thấp 2 cho trò roulette cho phép người chơi lần đầu thử, tuy nhiên không có bàn craps. Khách sạn nằm trên một khu phố gần bãi biển, xung quanh có nhiều loại hình ẩm thực, mua sắm và mức giá khác nhau, bữa ăn tuyệt vời ở khu vực OSJ Condado, bữa sáng của khách sạn không phải là kiểu cao cấp, giá rẻ 20 đô la bao gồm tiền boa, người phục vụ rất tốt bụng, cố gắng không bỏ qua việc ăn sáng hôm sau. Hồ bơi sạch sẽ, ghế nằm có đệm, khăn tắm mới, phòng tập thể dục với máy móc Cybex nhỏ gọn, tạ tay sạch sẽ, chứng kiến ​​một người tham dự cọ rửa sàn hồ bơi bằng tay, quầy bar bên hồ bơi mở cửa vào cuối tuần, chính sách hồ bơi ghi rõ là tự mang đồ uống trừ khi quầy bar mở cửa, khách sạn thực thi nghiêm ngặt các quy định về sản phẩm của khách sạn, ngoài sự hối hả/nhộn nhịp của thành phố, sàn hồ bơi yên tĩnh, nắng đẹp, đã từng đến bãi biển những ngày trước, khách sạn không phiền lòng về sự riêng tư trên tầng thượng. Một vài khách. Khách sạn được bao quanh bởi các tòa nhà, ý kiến ​​không mấy khả quan, tầm nhìn từ phòng lên sân thượng, không nên chọn ở lại một tuần với gia đình hoặc bạn gái, địa điểm này ổn, cho phép trải nghiệm chân thực, ẩm thực, cuộc sống về đêm, mua sắm, dễ dàng đi bộ đến, bãi biển San Juan thu hút trí tưởng tượng, không có bến tàu, điểm cộng cho vị trí khách sạn, bãi biển gần.",4
"Khách sạn Radisson kém chất lượng, rõ ràng đang được tân trang lại, nỗ lực đáng chú ý để nâng cao chất lượng khách sạn tương xứng với giá cả, nhưng tiếc là không được như vậy. Thêm vào đó, dịch vụ dọn phòng tốt, vị trí tuyệt vời, thể hiện sự nhạy bén trong kinh doanh, nhà hàng của khách sạn đóng cửa vào mùa cao điểm, nhân viên lễ tân thực sự cần được đào tạo về thái độ lịch sự, thời gian hợp lý. Khách sạn đã xử lý những vấn đề lớn, ban quản lý đã nhanh chóng khắc phục, ngoại lệ là nhân viên lễ tân thân thiện và tốt, thực tế là người Puerto Rico rất thân thiện, nhìn chung kỳ nghỉ không tệ nhưng cũng không tuyệt vời. Các khách sạn tốt hơn trên dải Condado. Lo ngại về tội phạm, khu vực này an toàn, có nhiều cảnh sát, nhiều tòa nhà dân cư, phù hợp với gia đình, người Puerto Rico không mất đi tình cảm, trẻ em kiên nhẫn, người già. Khách sạn gần bãi biển, có thể đi bộ hàng giờ, bãi biển tuyệt vời. Mọi người mang chó đến và cư xử tốt. Vị trí khách sạn không quan trọng.",2
"Khách sạn không thông báo trước về việc khu vực hồ bơi đóng cửa để sửa chữa, vé vào cửa hồ bơi của khách sạn Marriott trong ngày nghỉ, nhân viên lễ tân không hề giúp đỡ gì cả, phòng đầy muỗi, bãi biển không gần lắm mà thực tế cách 5 dãy nhà, tư vấn đặt phòng khách sạn không hài lòng.",2
"Hồ bơi tuyệt vời, đồ ăn ngon, nhân viên thân thiện, phòng suite có bãi đậu xe riêng, thứ Hai và thứ Tư rất tuyệt, nhưng tối thứ Năm thì xe chạy qua sòng bạc, giao thông hỗn loạn, còi xe/chuông báo động kêu inh ỏi đến tận sáng sớm, sáng thứ Sáu khi nhận phòng, quản lý nói rằng rất tiếc vì sòng bạc nổi tiếng nhưng thực sự không có gì để ngăn tiếng ồn cả, thôi kệ, vẫn muốn ở lại khách sạn này.",3
"Được rồi... tôi ở khách sạn Radisson hồi đầu năm 2005 trong chuyến công tác, khách sạn có 27 sòng bạc, toàn người từ 40-50 tuổi, ở khu San Juan cũ thì đông khách trẻ hơn, dịch vụ phòng tạm ổn, phải trả tiền, hồ bơi trên sân thượng đẹp, internet tốc độ cao miễn phí.",3
"Tôi đã đặt phòng khách sạn rất cẩn thận, tin tưởng vào chất lượng đảm bảo của Radisson, nhưng vị trí lại không như vậy. Tôi đã trả 250 đô la cho một đêm nghỉ dưỡng, nhưng lại nhận được phòng cần được nâng cấp nghiêm trọng: bồn tắm bẩn đen, phòng tắm có nấm mốc, mùi hôi thối, thảm và đồ nội thất bị ố vàng. Tôi yêu cầu đổi phòng nhưng được chỉ định 3 phòng giống hệt nhau trong tình trạng tồi tệ. Trưởng bộ phận dọn phòng nói rằng các phòng cần được sửa chữa nhưng không được thay mới. Tôi yêu cầu nâng cấp phòng vì bị hen suyễn và không thể chịu được nấm mốc, nhưng được thông báo là khách sạn không có phòng nào phù hợp. Tôi gọi đến số điện thoại 1-800 của Radisson để được đảm bảo chất lượng, nhưng họ nói không thể trả tiền nếu không hài lòng. Một người phụ nữ nhiệt tình ở số 1-800 đã giúp tôi tìm được phòng khác, được bố trí phòng VIP sạch sẽ, không có nấm mốc. Điều tồi tệ nhất là tôi phải chờ 2 tiếng đồng hồ trên đường đi mà không nhận được sự giúp đỡ nào từ nhân viên lễ tân, họ nói không có phòng trống và bảo những người mới đến hãy đặt phòng cho họ. Tôi cảm thấy việc trả tiền trước đồng nghĩa với việc phòng sẽ bị chất lượng kém. Người phụ nữ ở số 1-800 nói rằng các phòng chưa được sử dụng nhưng đã được cải tạo. Kết quả cuối cùng là tôi đã trả tiền trước và nhận được phòng chất lượng kém lần thứ hai tại khách sạn này.",1
"Nhân viên tuyệt vời, hãy viết đánh giá, quyết định khách sạn đáng để ở, phòng không quá xuất sắc, tầm nhìn không phải là tốt nhất, nên cân nhắc khách sạn ở trung tâm thành phố chứ không phải sát biển, khu vực an toàn, có nhiều cửa hàng và quán ăn ngon, nhân viên tuyệt vời, tôi yêu thích du lịch, thành thật mà nói, nhân viên khách sạn rất tốt, lúc nhận phòng rất hữu ích và chu đáo, đã trả lời câu hỏi và gợi ý những địa điểm nên ghé thăm, tôi đã hỏi về các món ăn Puerto Rico điển hình, nơi này ngon, giá cả phải chăng, đồ ăn ngon nhất là Bebo, đã gọi điện trước để chắc chắn về món ăn mình muốn ăn, ở lại đêm giao thừa, bữa tiệc tuyệt vời, đông đúc, tôi đã yêu cầu bàn trống nhưng vẫn có bàn ghế để ngồi, nói rằng, thời gian tuyệt vời, nhân viên tuyệt vời, chắc chắn sẽ chọn khách sạn này, những khách sạn đắt tiền ở khu vực Condado.",4
"Tôi đã ở khách sạn Radisson Ambassador Plaza khu Condado, San Juan vào đầu tháng 9 năm 2004. Đánh giá khách sạn trên mạng dao động từ 3.0 đến 3.5 sao, gần với 4 sao hơn. Phòng khá rộng rãi, ga trải giường sạch sẽ, ánh sáng tốt, điều hòa không khí, phòng tắm hơi nhỏ nhưng được bố trí hiệu quả, có đủ không gian để đồ, giường chắc chắn và thoải mái. Ban công rộng rãi, người to con ngồi ngoài hơi chật chội, bàn cà phê đặt cạnh ghế thoải mái, phòng có khu vực đọc sách tốt. Có két an toàn dễ sử dụng, nhân viên lịch sự và thân thiện. Sòng bạc hơi đông đúc và khói thuốc vào ban đêm, là một địa điểm đánh bạc khá tốt. Quầy bar trên tầng thượng có hồ bơi, khá rộng rãi, là nơi dễ chịu để thư giãn ngoài trời, tránh xa đám đông và muỗi. Điều tôi phàn nàn là khách sạn lớn ở San Juan có giá hơi cao, khoảng 110-125 đô la/đêm là giá hợp lý, nhưng giá phòng thực tế là 150 đô la/đêm. Tôi khuyên bạn nên ở lại đây, đặc biệt là các phòng có giá 140 đô la/đêm.",4
"Khách sạn tốt, tôi ở Radisson Ambassador 1 đêm trước khi lên tàu du lịch, khi nhận phòng được nâng cấp miễn phí qua Priceline nhưng phòng bị lỗi, khi yêu cầu nâng cấp thì có nhà hàng địa phương ngon, nhân viên thân thiện, nhiều cửa hàng và tiện ích, khách sạn an toàn để đi dạo đêm, hồ bơi hơi nhiều mây nhưng có tầm nhìn đẹp.",4
"Hương vị tuyệt vời, hương vị tuyệt vời, chỉ vài phút sau khi bước vào khuôn viên khách sạn Intercontinental San Juan, xung quanh là cảnh quan xanh tươi, nhân viên thân thiện nói được hai thứ tiếng, nhạc salsa bản địa, không hề thất vọng, giá cả tương xứng, khuôn viên được giữ sạch sẽ, nhân viên an ninh túc trực 24/24, chồng tôi ở lại một tuần và đến spa mỗi ngày, được sử dụng miễn phí các dịch vụ bao gồm nước đóng chai, áo choàng, trái cây, phòng xông hơi khô/ướt tuyệt vời, phòng tập thể dục nhìn ra biển với đầy đủ thiết bị. Khuyến nghị nên ăn phần lớn các bữa ăn bên ngoài khu nghỉ dưỡng, bữa sáng giá 45 đô la, cửa hàng tạp hóa và nhà hàng cung cấp ẩm thực Puerto Rico chính thống giá rẻ nằm trong khoảng cách đi bộ, nhân viên lễ tân luôn sẵn sàng dịch vụ taxi đậu ngay trước cửa khách sạn, dự định sớm lên kế hoạch.",5
"Tôi rất thích, đây là lần thứ 2 tôi ở khách sạn Intercontinental San Juan. Khách sạn sạch sẽ, đẹp, tôi đã đặt phòng suite riêng với phòng khách, TV và tủ lạnh, phòng ngủ cũng có TV và tủ lạnh. Nhân viên thân thiện và hữu ích, tôi thích vị trí của khách sạn. Bãi biển công cộng Isla Verde sạch sẽ, có nhiều quán ăn ngon trên phố, rất tiện lợi. Tôi thích việc chỉ cách sân bay 5 phút, rất nhanh chóng và dễ dàng di chuyển đến nơi nghỉ. Bãi biển đẹp, điều duy nhất tôi hơi thất vọng là không có nước đóng chai miễn phí, nhưng quầy khăn tắm lại không phục vụ. Hồ bơi đẹp nhưng hơi nhỏ, khu vực hồ bơi rất đẹp, cảnh quan xanh tươi, đẹp mắt tạo cảm giác như một ốc đảo thực sự, đúng chất kỳ nghỉ.",5
"Kỳ nghỉ tuyệt vời - nhưng có lẽ sẽ không quay lại. Chồng tôi ở khách sạn Intercontinental 7 ngày từ 17-23 tháng 9 nhân dịp kỷ niệm ngày cưới, không phải chờ lâu khi nhận phòng và được nâng cấp lên phòng hướng biển với giá thêm 150 đô la. Đánh giá trung thực: phòng hướng biển khiến tôi sốc vì bị tính giá bình thường, đầy kiến ​​trong phòng tắm, nhân viên dọn phòng đã xịt thuốc khử trùng vài lần, nấm mốc, phòng tối tăm, thảm cũ, đồ đạc cũ, trả đúng giá phòng, khuôn viên khách sạn thì ổn. Hồ bơi sạch sẽ, bãi biển tuyệt vời, nước trong vắt, cát sạch hầu như không có đá, thực sự rất thư giãn. Điểm đến là vào mùa bão cao điểm, hầu như không có ai ở khách sạn, hồ bơi chỉ có 10 người cả tuần, khu vực hồ bơi khá nhỏ và rất dễ bị đông đúc. Đồ ăn ở khách sạn thì bình thường, tốt hơn hết là nên đến quán ăn Mi Casita trên phố, bữa sáng giá 15.00 - 50.00 ở khách sạn, bữa tối đắt đỏ, trung bình chi 140 đô la một đêm chỉ cho bữa tối, bữa trưa khoảng 45.00 đô la, mọi người không ăn nhiều, đồ ăn cực kỳ đắt đỏ trừ khi bạn muốn ăn đồ chiên rán, đồ ăn nhanh, Wendy's, Burger King, KFC, Taco Bell, Pizza Hut trên phố. Tôi đã ăn ở khách sạn El San Juan, khách sạn trông tuyệt đẹp, đồ ăn tuyệt vời ở Koco Palm Yamato, San Juan có lẽ nên thử ở El San Juan, khách sạn Intercontinental hiện đại hơn nhiều. Nói chung, trừ khi bạn tìm được một ưu đãi tuyệt vời, khách sạn không được khuyến khích lựa chọn, thực sự cần phải bảo trì và vệ sinh phòng ốc kỹ lưỡng chứ không chỉ bên ngoài khuôn viên.",3
"Khách sạn đẹp nhưng dịch vụ tệ, không đáp ứng được kỳ vọng. Nơi này cũ kỹ, sảnh và khu vực công cộng được sửa sang lại một phần, không đạt tiêu chuẩn của khách sạn Intercontinental. Nhân viên lễ tân lịch sự và hiệu quả, bị tính thêm phí thuế khu nghỉ dưỡng như đã đặt trước. Phí khu nghỉ dưỡng bao gồm phí nước uống, phí phòng, không chắc phí khu nghỉ dưỡng là bao nhiêu. Phòng của tôi cũ kỹ, rách nát, đồ đạc bằng mây tre cũ, cửa kiểu Pháp, gương trong phòng tắm từ năm 1980. Điều hòa ồn ào nhưng không làm mát, thảm bị sờn, bẩn và rách. Phòng không như mong đợi ở khách sạn Intercontinental, thực tế chỉ là khách sạn Junior. Phòng suite có phòng ngủ và phòng khách riêng biệt, tivi kiểu cũ, không có minibar, không có áo choàng tắm, không có tiện nghi nâng cấp, hướng ra đầm phá, phòng bạn hướng ra biển 820, phòng có tivi plasma, nội thất và chăn ga gối đệm được nâng cấp, các phòng số lẻ 821 hướng ra đầm phá theo kiểu cũ, hãy chắc chắn rằng bạn đã nói rõ khi kiểm tra xem có muốn phòng mới hơn không. Dịch vụ dọn phòng buổi tối thật tệ, không được bao gồm tự động, yêu cầu đóng rèm cửa, không có sô cô la, không có đồ làm mới phòng, không có khăn tắm bổ sung, không có gì cả, dịch vụ dọn phòng buổi tối không được thực hiện ngay lập tức, khu vực hồ bơi tuyệt vời, khu vực quầy bar bên hồ bơi đẹp, thực sự rất thích kỳ nghỉ, chính sách của khách sạn thật kỳ lạ: chỉ 1 khăn tắm hồ bơi cho mỗi khách, vòng đeo tay tiện lợi, giá bao gồm 79 đô la một đêm tại khu nghỉ dưỡng 5 sao ở Cancun, trung bình 400 đô la một đêm, mong đợi một mức độ dịch vụ nhất định. Ghế dài có đệm màu xanh thoải mái, bẩn, cũ, mốc, ố vàng, cần 1 khăn phủ khăn và 1 khăn tắm, không có nhân viên phục vụ quầy bar, gọi đồ uống ở quầy bar, đồ uống đắt tiền và vị rất tệ, spa tạm ổn. Nhân viên massage nam, tốt, nhưng gian lận 5 phút phục vụ, kết thúc sớm hơn, không trung thực, không đúng, khó chịu, không quan tâm, cô gái ở quầy lễ tân gây ra 5 bất tiện, lời xin lỗi nên được đánh giá cao hơn, khu vực thư giãn spa có nước đóng chai, trà không đường, không mật ong, không khuấy trà, hỏi có đường mật ong không, được bảo là không có, bữa sáng sốt Alfredo rẻ 22, xem xét sự đa dạng chất lượng thức ăn, lựa chọn tuyệt vời, rất nên thử buffet buổi sáng, dịch vụ nhân viên phục vụ ở mức trung bình, chậm chạp, không đáp ứng nhu cầu của khách khi nhận phòng, chuyến bay sớm, cố gắng nhận phòng vào buổi tối, được bảo là 12 giờ đêm không được kiểm tra, cố gắng nhận phòng lúc 5 giờ sáng, được bảo là tính phí vào thẻ tín dụng, không được kiểm tra tiền mặt, đợi đến 5:30 sáng bị lỡ chuyến bay, rời đi có thể trả tiền mặt nhưng bị tính phí vào thẻ tín dụng, không công bằng, đáng lẽ phải trả tiền mặt, giống như ở khách sạn Intercontinental, chuyện đã xảy ra, khách sạn vị trí tuyệt vời ngay biển, giá tốt trên Hotwire Priceline Guess ổn. Không trả giá trên intercontinental.com, xin lỗi.",3
